Rnd,Pick,Tm,Player,Pos,Age,To,College/Univ
2,43,TEN,Austin Johnson\JohnAu01,NT,22,2017,Penn St.
2,44,OAK,Jihad Ward\WardJi02,DE,22,2017,Illinois
2,45,TEN,Derrick Henry\HenrDe00,RB,22,2017,Alabama
2,46,DET,A'Shawn Robinson\RobiAS00,DT,21,2017,Alabama
2,47,NOR,Michael Thomas\ThomMi05,WR,23,2017,Ohio St.
2,48,GNB,Jason Spriggs\SpriJa00,T,22,2017,Indiana
2,49,SEA,Jarran Reed\ReedJa02,DT,23,2017,Alabama
2,50,HOU,Nick Martin\MartNi00,G,23,2017,Notre Dame
2,51,NYJ,Christian Hackenberg\HackCh01,QB,21,,Penn St.
2,52,ATL,Deion Jones\JoneDe01,OLB,21,2017,LSU
2,53,WAS,Su'a Cravens\CravSu00,OLB,21,2016,USC
2,54,MIN,Mackensie Alexander\AlexMa01,CB,22,2017,Clemson
2,55,CIN,Tyler Boyd\BoydTy00,WR,21,2017,Pittsburgh
2,56,CHI,Cody Whitehair\WhitCo03,G,24,2017,Kansas St.
2,57,IND,T.J. Green\GreeT.00,FS,21,2017,Clemson
2,58,PIT,Sean Davis\DaviSe00,CB,22,2017,Maryland
2,59,TAM,Roberto Aguayo\AguaRo00,K,22,2016,Florida St.
2,60,NWE,Cyrus Jones\JoneCy00,CB,22,2016,Alabama
2,61,NOR,Vonn Bell\BellVo00,FS,21,2017,Ohio St.
2,62,CAR,James Bradberry\BradJa00,CB,23,2017,Samford
2,63,DEN,Adam Gotsis\GotsAd00,DT,24,2017,Georgia Tech
3,64,TEN,Kevin Byard\ByarKe01,S,23,2017,Middle Tenn. St.
3,65,CLE,Carl Nassib\NassCa00,DE,23,2017,Penn St.
3,66,SDG,Max Tuerk\TuerMa00,C,22,2017,USC
3,67,DAL,Maliek Collins\CollMa00,DT,21,2017,Nebraska
3,68,SFO,Will Redmond\RedmWi00,CB,22,,Mississippi St.
3,69,JAX,Yannick Ngakoue\NgakYa00,DE,21,2017,Maryland
3,70,BAL,Bronson Kaufusi\KaufBr01,DE,25,2017,BYU
3,71,NYG,Darian Thompson\ThomDa05,S,23,2017,Boise St.
3,72,CHI,Jonathan Bullard\BullJo00,DT,22,2017,Florida
3,73,MIA,Kenyan Drake\DrakKe00,RB,22,2017,Alabama
3,74,KAN,KeiVarae Russell\RussKe00,CB,22,2017,Notre Dame
3,75,OAK,Shilique Calhoun\CalhSh00,DE,24,2017,Michigan St.
3,76,CLE,Shon Coleman\ColeSh00,T,24,2017,Auburn
3,77,CAR,Daryl Worley\WorlDa00,CB,21,2017,West Virginia
3,78,NWE,Joe Thuney\ThunJo00,G,23,2017,North Carolina St.
3,79,PHI,Isaac Seumalo\SeumIs00,G,22,2017,Oregon St.
3,80,BUF,Adolphus Washington\WashAd00,DT,21,2017,Ohio St.
3,81,ATL,Austin Hooper\HoopAu00,TE,21,2017,Stanford
3,82,IND,Le'Raven Clark\ClarLe01,T,23,2017,Texas Tech
3,83,NYJ,Jordan Jenkins\JenkJo01,OLB,22,2017,Georgia
3,84,WAS,Kendall Fuller\FullKe00,CB,21,2017,Virginia Tech
3,85,HOU,Braxton Miller\MillBr03,WR,23,2017,Ohio St.
3,86,MIA,Leonte Carroo\CarrLe00,WR,22,2017,Rutgers
3,87,CIN,Nick Vigil\VigiNi00,ILB,23,2017,Utah St.
3,88,GNB,Kyler Fackrell\FackKy00,OLB,24,2017,Utah St.
3,89,PIT,Javon Hargrave\HargJa00,DT,23,2017,South Carolina St.
3,90,SEA,C.J. Prosise\ProsC.00,RB,22,2017,Notre Dame
3,91,NWE,Jacoby Brissett\BrisJa00,QB,22,2017,North Carolina St.
3,92,ARI,Brandon Williams\WillBr07,CB,24,2017,Texas A&M
3,93,CLE,Cody Kessler\KessCo00,QB,23,2017,USC
3,94,SEA,Nick Vannett\VannNi00,TE,23,2017,Ohio St.
3,95,DET,Graham Glasgow\GlasGr00,C,24,2017,Michigan
3,96,NWE,Vincent Valentine\ValeVi00,DT,22,2016,Nebraska
3,97,SEA,Rees Odhiambo\OdhiRe00,G,24,2017,Boise St.
3,98,DEN,Justin Simmons\SimmJu00,FS,22,2017,Boston Col.
4,99,CLE,Joe Schobert\SchoJo00,OLB,22,2017,Wisconsin
4,100,OAK,Connor Cook\CookCo00,QB,23,2016,Michigan St.
4,101,DAL,Charles Tapper\TappCh00,DE,23,2017,Oklahoma
4,102,SDG,Joshua Perry\PerrJo01,ILB,22,2017,Ohio St.
4,103,JAX,Sheldon Day\DayxSh00,DT,22,2017,Notre Dame
4,104,BAL,Tavon Young\YounTa01,CB,22,2016,Temple
4,105,KAN,Parker Ehinger\EhinPa00,G,23,2017,Cincinnati
4,106,KAN,Eric Murray\MurrEr00,CB,22,2017,Minnesota
4,107,BAL,Chris Moore\MoorCh00,WR,23,2017,Cincinnati
4,108,TAM,Ryan Smith\SmitRy00,CB,23,2017,North Carolina Central
4,109,NYG,B.J. Goodson\GoodB.00,OLB,23,2017,Clemson
4,110,LAR,Tyler Higbee\HigbTy00,TE,23,2017,West. Kentucky
4,111,DET,Miles Killebrew\KillMi00,SS,23,2017,Southern Utah
4,112,NWE,Malcolm Mitchell\MitcMa01,WR,23,2016,Georgia
4,113,CHI,Nick Kwiatkoski\KwiaNi00,ILB,23,2017,West Virginia
4,114,CLE,Ricardo Louis\LouiRi00,WR,22,2017,Auburn
4,115,ATL,De'Vondre Campbell\CampDe00,OLB,23,2017,Minnesota
4,116,IND,Hassan Ridgeway\RidgHa00,DT,21,2017,Texas
4,117,LAR,Pharoh Cooper\CoopPh00,WR,21,2017,South Carolina
4,118,NYJ,Juston Burris\BurrJu00,CB,23,2017,North Carolina St.
4,119,HOU,Tyler Ervin\ErviTy00,RB,22,2017,San Jose St.
4,120,NOR,David Onyemata\OnyeDa00,DT,23,2017,Manitoba
4,121,MIN,Willie Beavers\BeavWi00,T,22,2016,West. Michigan
4,122,CIN,Andrew Billings\BillAn00,NT,20,2017,Baylor
4,123,PIT,Jerald Hawkins\HawkJe00,T,22,2017,LSU
4,124,CHI,Deon Bush\BushDe00,S,23,2017,Miami (FL)
4,125,IND,Antonio Morrison\MorrAn01,ILB,21,2017,Florida
4,126,KAN,Demarcus Robinson\RobiDe01,WR,22,2017,Florida
4,127,CHI,Deiondre' Hall\HallDe02,CB,22,2017,Northern Iowa
4,128,ARI,Evan Boehm\BoehEv00,C,23,2017,Missouri
4,129,CLE,Derrick Kindred\KindDe00,FS,22,2017,TCU
4,130,BAL,Alex Lewis\LewiAl01,T,24,2016,Nebraska
4,131,GNB,Blake Martinez\MartBl01,LB,22,2017,Stanford
4,132,BAL,Willie Henry\HenrWi00,DT,22,2017,Michigan
4,133,SFO,Rashard Robinson\RobiRa00,CB,21,2017,LSU
4,134,BAL,Kenneth Dixon\DixoKe00,RB,22,2016,Louisiana Tech
4,135,DAL,Dak Prescott\PresDa01,QB,23,2017,Mississippi St.
4,136,DEN,Devontae Booker\BookDe00,RB,24,2017,Utah
4,137,GNB,Dean Lowry\LowrDe00,DE,22,2017,Northwestern
4,138,CLE,Seth Devalve\DevaSe00,TE,23,2017,Princeton
4,139,BUF,Cardale Jones\JoneCa01,QB,24,2016,Ohio St.
5,140,TEN,Tajae Sharpe\SharTa00,WR,21,2016,Massachusetts
5,141,CAR,Zack Sanchez\SancZa00,CB,22,2016,Oklahoma
5,142,SFO,Ronald Blair\BlaiRo00,DE,23,2017,Appalachian St.
5,143,OAK,DeAndre Washington\WashDe00,RB,23,2017,Texas Tech
5,144,DEN,Connor McGovern\McGoCo00,G,23,2017,Missouri
5,145,SFO,John Theus\TheuJo00,T,22,2016,Georgia
5,146,BAL,Matt Judon\JudoMa00,DE,24,2017,Grand Valley St.
5,147,SEA,Quinton Jefferson\JeffQu00,DT,23,2017,Maryland
5,148,TAM,Caleb Benenoch\BeneCa00,T,22,2017,UCLA
5,149,NYG,Paul Perkins\PerkPa00,RB,21,2017,UCLA
5,150,CHI,Jordan Howard\HowaJo00,RB,21,2017,Indiana
5,151,DET,Joe Dahl\DahlJo00,G,23,2017,Washington St.
5,152,WAS,Matthew Ioannidis\IoanMa01,DT,21,2017,Temple
5,153,PHI,Wendell Smallwood\SmalWe00,RB,22,2017,West Virginia
5,154,CLE,Jordan Payton\PaytJo00,WR,23,2016,UCLA
5,155,IND,Joe Haeg\HaegJo00,T,23,2017,North Dakota St.
5,156,BUF,Jonathan Williams\WillJo07,RB,22,2016,Arkansas
5,157,TEN,LeShaun Sims\SimsLe00,CB,23,2017,Southern Utah
5,158,NYJ,Brandon Shell\ShelBr00,T,24,2017,South Carolina
5,159,HOU,K.J. Dillon\DillK.00,S,23,2016,West Virginia
5,160,MIN,Kentrell Brothers\BrotKe00,OLB,23,2017,Missouri
5,161,CIN,Christian Westerman\WestCh02,G,23,2017,Arizona St.
5,162,KAN,Kevin Hogan\HogaKe00,QB,23,2017,Stanford
5,163,GNB,Trevor Davis\DaviTr03,WR,23,2017,California
5,164,PHI,Halapoulivaati Vaitai\VaitHa00,T,23,2017,TCU
5,165,KAN,Tyreek Hill\HillTy00,WR,22,2017,West Alabama
5,166,HOU,D.J. Reader\ReadD.00,NT,22,2017,Clemson
5,167,ARI,Marqui Christian\ChriMa00,SS,21,2017,Midwestern St.
5,168,CLE,Spencer Drango\DranSp00,G,23,2017,Baylor
5,169,DET,Antwione Williams\WillAn01,LB,23,2016,Georgia Southern
5,170,ARI,Cole Toner\ToneCo00,T,22,2016,Harvard
5,171,SEA,Alex Collins\CollAl00,RB,22,2017,Arkansas
5,172,CLE,Rashard Higgins\HiggRa00,WR,21,2017,Colorado St.
5,173,CLE,Trey Caldwell\CaldTr00,DB,22,2016,La-Monroe
5,174,SFO,Fahn Cooper\CoopFa00,T,23,,Mississippi
5,175,SDG,Jatavis Brown\BrowJa05,OLB,22,2017,Akron
6,176,DEN,Andy Janovich\JanoAn00,FB,23,2017,Nebraska
6,177,LAR,Temarrick Hemingway\HemiTe00,TE,23,2016,South Carolina St.
6,178,KAN,D.J. White\WhitD.00,CB,23,2017,Georgia Tech
6,179,SDG,Drew Kaser\KaseDr00,P,23,2017,Texas A&M
6,180,MIN,Moritz Boehringer\BoehMo00,WR,22,,
6,181,JAX,Tyrone Holmes\HolmTy01,OLB,23,2017,Montana
6,182,BAL,Keenan Reynolds\ReynKe00,RB,21,,Navy
6,183,TAM,Devante Bond\BondDe00,OLB,23,2017,Oklahoma
6,184,NYG,Jerell Adams\AdamJe01,TE,23,2017,South Carolina
6,185,CHI,DeAndre Houston-Carson\HousDe00,FS,23,2017,William & Mary
6,186,MIA,Jakeem Grant\GranJa00,WR,23,2017,Texas Tech
6,187,WAS,Nate Sudfeld\SudfNa00,QB,22,2017,Indiana
6,188,MIN,David Morgan\MorgDa01,TE,23,2017,Texas-San Antonio
6,189,DAL,Anthony Brown\BrowAn02,CB,22,2017,Purdue
6,190,LAR,Josh Forrest\ForrJo00,ILB,24,2017,Kentucky
6,191,DET,Jake Rudock\RudoJa00,QB,23,2017,Michigan
6,192,BUF,Kolby Listenbee\ListKo00,WR,22,,TCU
6,193,TEN,Sebastian Tretola\TretSe00,G,24,2016,Arkansas
6,194,OAK,Cory James\JameCo00,OLB,23,2017,Colorado St.
6,195,ATL,Wes Schweitzer\SchwWe00,G,23,2017,San Jose St.
6,196,PHI,Blake Countess\CounBl00,CB,23,2017,Auburn
6,197,TAM,Dan Vitale\VitaDa00,FB,22,2017,Northwestern
6,198,SDG,Derek Watt\WattDe00,FB,23,2017,Wisconsin
6,199,CIN,Cody Core\CoreCo00,WR,22,2017,Mississippi
6,200,GNB,Kyle Murphy\MurpKy00,T,22,2017,Stanford
6,201,JAX,Brandon Allen\AlleBr00,QB,24,,Arkansas
6,202,DET,Anthony Zettel\ZettAn00,DT,24,2017,Penn St.
6,203,KAN,Dadi Nicolas\NicoDa00,DE,24,2016,Virginia Tech
6,204,MIA,Jordan Lucas\LucaJo00,SS,23,2017,Penn St.
6,205,ARI,Harlan Miller\MillHa00,CB,22,2017,SE Louisiana
6,206,LAR,Mike Thomas\ThomMi04,WR,22,2017,Southern Miss
6,207,SFO,Jeff Driskel\DrisJe00,QB,23,,Louisiana Tech
6,208,NWE,Kamu Grugier-Hill\GrugKa00,OLB,22,2017,East. Illinois
6,209,BAL,Maurice Canady\CanaMa00,CB,22,2017,Virginia
6,210,DET,Jimmy Landes\LandJi00,LS,24,,Baylor
6,211,SFO,Kelvin Taylor\TaylKe01,RB,23,,Florida
6,212,DAL,Kavon Frazier\FrazKa00,SS,22,2017,Central Michigan
6,213,SFO,Aaron Burbridge\BurbAa00,WR,22,2016,Michigan St.
6,214,NWE,Elandon Roberts\RobeEl00,ILB,22,2017,Houston
6,215,SEA,Joey Hunt\HuntJo00,C,22,2016,TCU
6,216,DAL,Darius Jackson\JackDa01,RB,22,,East. Michigan
6,217,DAL,Rico Gathers\GathRi00,TE,22,,Baylor
6,218,BUF,Kevon Seymour\SeymKe00,CB,22,2017,USC
6,219,DEN,Will Parks\ParkWi01,S,22,2017,Arizona
6,220,PIT,Travis Feeney\FeenTr00,OLB,23,,Washington
6,221,NWE,Ted Karras\KarrTe00,G,23,2017,Illinois
7,222,TEN,Aaron Wallace\WallAa00,OLB,23,2017,UCLA
7,223,MIA,Brandon Doughty\DougBr00,QB,24,,West. Kentucky
7,224,SDG,Donavon Clark\ClarDo00,G,23,,Michigan St.
7,225,NWE,Devin Lucien\LuciDe00,WR,23,,Arizona St.
7,226,JAX,Jonathan Woodard\WoodJo00,DE,23,,Central Arkansas
7,227,MIN,Stephen Weatherly\WeatSt00,OLB,22,2017,Vanderbilt
7,228,DEN,Riley Dixon\DixoRi00,P,23,2017,Syracuse
7,229,PIT,Demarcus Ayers\AyerDe00,WR,22,2016,Houston
7,230,CHI,Daniel Braverman\BravDa00,WR,23,2016,West. Michigan
7,231,MIA,Thomas Duarte\DuarTh00,TE,21,2016,UCLA
7,232,WAS,Steven Daniels\DaniSt00,ILB,23,,Boston Col.
7,233,PHI,Jalen Mills\MillJa02,FS,22,2017,LSU
7,234,OAK,Vadal Alexander\AlexVa00,G,22,2017,LSU
7,235,NYJ,Lac Edwards\EdwaLa01,P,24,2017,Sam Houston St.
7,236,DET,Dwayne Washington\WashDw00,RB,22,2017,Washington
7,237,NOR,Daniel Lasco\LascDa00,RB,23,2017,California
7,238,ATL,Devin Fuller\FullDe00,WR,22,,UCLA
7,239,IND,Trevor Bates\BateTr00,LB,23,2016,Maine
7,240,PHI,Alex McCalister\McCaAl00,DE,22,,Florida
7,241,NYJ,Charone Peake\PeakCh00,WR,23,2017,Clemson
7,242,WAS,Keith Marshall\MarsKe00,RB,22,,Georgia
7,243,SEA,Kenny Lawler\LawlKe00,WR,22,,California
7,244,MIN,Jayron Kearse\KearJa00,S,22,2017,Clemson
7,245,CIN,Clayton Fejedelem\FejeCl00,S,23,2017,Illinois
7,246,PIT,Tyler Matakevich\MataTy00,OLB,23,2017,Temple
7,247,SEA,Zac Brooks\BrooZa00,RB,23,,Clemson
7,248,IND,Austin Blythe\BlytAu00,C,24,2017,Iowa
7,249,SFO,Prince Charles Iworah\IworPr00,CB,23,2016,West. Kentucky
7,250,CLE,Scooby Wright\WrigSc00,ILB,22,2017,Arizona
7,251,PHI,Joe Walker\WalkJo01,ILB,23,2017,Oregon
7,252,CAR,Beau Sandland\SandBe00,TE,23,,Montana St.
7,253,TEN,Kalan Reed\ReedKa00,CB,22,2017,Southern Miss
